upmm,anode_entrance
-64.551375,-57.819035
-64.5495,-59.463786
-64.543423,-22.366858
-64.524447,-58.062425
-64.517545,-59.77818
-64.508117,-58.581153
-64.504988,-48.565616
-64.49542,-58.416683
-64.485141,-59.023776
-64.471104,-59.342928
-64.462265,-57.524594
-64.461747,-59.816348
-64.460861,-57.715191
-64.410865,-58.520829
-64.410641,-56.451793
-64.403793,-59.299629
-64.402373,-44.588228
-64.396183,-16.374104
-64.39304,-60.012398
-64.38337,-60.497629
-64.370316,-54.423645
-64.359086,-61.065525
-64.356153,-52.467276
-64.350479,-58.301805
-64.346839,-18.547166
-64.341983,-23.665658
-64.336171,-17.735968
-64.322942,-56.650379
-64.317601,-60.951004
-64.311954,-60.228397
-64.298107,-15.513833
-64.293294,-52.576325
-64.28217,-44.612304
-64.264006,-60.532661
-64.250214,-19.041917
-64.246503,-26.659356
-64.237195,-15.299818
-64.223812,-62.883748
-64.201447,-56.863283
-64.193338,-62.805344
-64.19223,-56.451671
-64.161879,-45.201226
-64.159328,-60.567056
-64.155802,-47.199271
-64.136127,-51.232503
-64.10679,-51.378588
-64.099706,-56.418546
-64.073225,-21.148854
-64.042267,-56.254143
-64.039112,-22.902845
-64.035264,-62.207268
-64.023321,-59.579678
-64.022238,-17.157444
-64.016554,-44.506249
-64.010549,-58.161621
-64.010433,-50.988819
-63.998338,-18.083907
-63.994414,-56.131198
-63.976796,-56.670109
-63.959878,-45.610446
-63.954348,-51.50199
-63.952324,-45.871773
-63.930664,-61.575048
-63.928032,-55.626033
-63.905577,-51.383636
-63.89259,-59.224019
-63.881593,-65.323546
-63.873911,-16.238106
-63.873372,-48.412428
-63.855294,-63.460959
-63.846061,-61.58009
-63.839709,-59.814624
-63.831674,-15.372281
-63.825016,-19.708049
-63.824822,-48.168264
-63.819687,-58.840658
-63.80831,-60.601117
-63.794186,-60.515439
-63.793771,-28.199137
-63.792915,-21.001471
-63.733761,-53.793567
-63.731662,-48.350393
-63.726225,-60.877959
-63.72356,-58.412085
-63.714323,-57.510884
-63.70409,-54.118975
-63.69734,-48.820066
-63.690902,-21.037731
-63.671693,-45.202447
-63.669599,-21.39231
-63.653346,-52.067826
-63.618958,-52.057204
-63.617907,-53.192995
-63.603064,-50.957706
-63.593624,-58.637041
-63.57811,-59.876889
-63.575551,-61.41356
-63.520635,-60.194088
-63.514995,-60.446214
-63.51318,-60.835229
-63.511371,-60.163688
-63.511015,-52.270857
-63.493005,-61.631316
-63.492187,-46.036239
-63.490316,-60.901216
-63.482206,-46.311632
-63.480924,-51.46852
-63.463245,-53.465773
-63.449801,-58.617134
-63.447262,-66.991955
-63.441257,-47.724681
-63.431695,-55.97235
-63.413881,-51.182474
-63.408557,-59.840807
-63.399643,-64.127103
-63.385168,-65.446077
-63.383623,-27.027793
-63.375863,-58.546896
-63.372354,-51.647445
-63.367898,-55.653814
-63.362357,-47.695815
-63.360194,-59.140135
-63.347746,-61.330284
-63.324048,-61.036712
-63.322236,-19.838387
-63.321785,-51.426025
-63.317992,-62.225586
-63.294121,-50.853266
-63.280158,-61.560391
-63.278393,-59.639629
-63.246437,-60.185279
-63.24217,-47.753235
-63.229138,-49.732116
-63.2257,-51.441786
-63.201014,-57.911738
-63.196596,-64.314707
-63.178016,-60.268691
-63.174388,-62.327947
-63.147793,-46.036684
-63.139958,-52.055424
-63.110331,-62.131887
-63.100857,-46.619064
-63.096267,-58.706643
-63.089617,-53.335068
-63.087119,-51.766082
-63.086817,-52.231495
-63.07927,-60.56872
-63.072358,-62.176811
-63.070229,-46.399693
-63.052908,-65.994331
-63.049626,-23.117252
-63.04837,-60.372784
-63.044601,-55.070435
-63.036031,-62.060659
-63.003209,-60.643052
-62.997734,-25.285794
-62.982638,-55.877425
-62.943161,-51.113849
-62.939954,-51.100907
-62.939816,-61.529896
-62.914839,-45.401971
-62.898888,-24.418352
-62.890009,-61.496522
-62.862032,-54.071187
-62.84012,-52.183909
-62.822529,-62.751273
-62.808137,-55.529297
-62.80642,-62.637648
-62.785149,-46.818589
-62.778239,-28.408894
-62.766737,-59.608749
-62.766462,-61.887093
-62.765242,-59.529489
-62.757451,-58.965088
-62.736776,-29.826095
-62.735656,-61.760198
-62.732519,-52.103198
-62.725447,-24.989517
-62.708024,-55.788616
-62.707275,-51.312518
-62.698574,-64.977607
-62.694574,-53.973951
-62.692237,-62.733916
-62.690984,-53.861296
-62.686006,-56.51144
-62.684619,-45.329816
-62.675723,-50.866346
-62.67235,-45.945472
-62.666936,-63.769271
-62.654933,-61.851669
-62.650181,-54.738207
-62.630961,-49.240708
-62.620974,-55.372952
-62.611824,-27.684856
-62.611776,-22.683872
-62.596241,-62.070129
-62.589927,-52.147022
-62.585522,-62.56211
-62.585154,-53.567157
-62.583783,-53.895731
-62.583475,-53.799442
-62.57909,-58.212188
-62.553758,-25.667437
-62.553736,-23.512634
-62.549778,-55.19736
-62.54845,-51.473488
-62.542985,-63.193678
-62.540989,-57.950717
-62.532096,-53.233643
-62.505855,-62.2502
-62.498496,-59.455241
-62.494411,-61.49931
-62.492805,-59.277361
-62.490992,-61.898972
-62.479504,-65.354674
-62.477365,-55.126354
-62.477266,-63.882848
-62.456134,-45.229323
-62.455843,-60.819118
-62.438873,-54.23399
-62.430996,-21.117553
-62.413246,-56.986763
-62.405495,-56.990026
-62.398929,-52.182135
-62.381717,-51.233121
-62.365955,-60.772927
-62.355532,-62.380823
-62.349766,-46.398693
-62.349439,-51.309469
-62.348169,-16.722837
-62.345162,-45.516237
-62.338011,-55.02006
-62.329729,-52.019373
-62.324775,-47.592209
-62.295114,-52.934287
-62.291782,-63.395056
-62.283143,-58.569165
-62.281104,-61.243799
-62.243525,-54.727151
-62.238585,-64.472741
-62.216109,-55.214185
-62.199599,-63.580173
-62.184419,-64.513105
-62.17857,-61.015104
-62.17421,-46.250962
-62.172224,-65.021838
-62.156084,-61.571739
-62.151906,-47.948987
-62.144334,-54.577952
-62.142193,-56.613065
-62.127305,-51.800713
-62.124106,-61.86196
-62.111194,-52.085173
-62.107786,-51.665184
-62.105368,-66.322955
-62.103947,-58.119102
-62.102096,-51.77758
-62.093957,-60.574135
-62.087745,-53.309961
-62.083381,-33.971598
-62.082758,-54.586732
-62.076883,-62.402553
-62.061011,-45.596438
-62.05847,-63.568087
-62.052901,-56.26321
-62.044026,-28.212371
-62.043974,-46.738983
-62.038507,-56.942198
-62.029272,-50.594885
-62.021201,-62.911097
-62.020215,-63.826456
-62.019753,-60.17663
-62.004475,-47.862034
-61.997797,-60.017136
-61.99564,-30.801384
-61.99105,-53.027788
-61.989997,-22.831625
-61.988741,-62.639131
-61.986768,-46.186785
-61.98466,-52.442517
-61.977326,-53.665156
-61.967259,-66.286368
-61.964989,-46.983003
-61.959716,-57.238324
-61.950221,-51.923113
-61.948839,-51.463083
-61.939588,-54.91171
-61.938981,-60.248195
-61.931091,-60.128001
-61.926322,-48.290654
-61.924075,-16.681833
-61.92139,-53.478932
-61.908432,-62.205194
-61.903072,-47.195438
-61.891397,-51.086889
-61.879764,-53.176925
-61.875184,-46.938659
-61.869426,-63.587698
-61.866641,-57.737943
-61.86533,-60.25491
-61.85734,-62.57872
-61.857224,-46.89166
-61.852722,-61.541193
-61.846445,-62.226592
-61.845562,-55.206372
-61.828379,-54.218548
-61.821503,-62.983602
-61.812316,-50.179045
-61.807405,-52.768797
-61.799444,-52.726254
-61.796997,-62.691246
-61.796763,-54.460134
-61.794172,-59.91127
-61.782297,-48.928841
-61.77997,-54.137709
-61.776558,-52.275377
-61.769205,-59.790395
-61.767895,-63.713058
-61.767153,-60.279139
-61.764068,-63.001966
-61.752396,-49.656599
-61.748712,-66.342266
-61.745744,-50.185684
-61.744074,-63.369133
-61.73549,-54.609922
-61.734316,-28.174197
-61.734079,-46.195101
-61.732511,-51.891809
-61.731061,-63.615793
-61.725837,-60.048525
-61.721606,-63.963027
-61.706128,-63.216183
-61.697762,-66.653351
-61.684964,-63.922375
-61.66369,-56.911239
-61.663,-66.618523
-61.662446,-52.920176
-61.659581,-52.541746
-61.659306,-57.736282
-61.655004,-46.479446
-61.641464,-52.312257
-61.636979,-29.289007
-61.635512,-63.537421
-61.623151,-55.137027
-61.611893,-60.61548
-61.602564,-63.288578
-61.600577,-49.737772
-61.599532,-28.933486
-61.589156,-61.560166
-61.586054,-19.827678
-61.585816,-57.888242
-61.580026,-58.516193
-61.57953,-61.131161
-61.578202,-31.232651
-61.567434,-57.8332
-61.548455,-58.3155
-61.539794,-52.690234
-61.532412,-58.900427
-61.525664,-60.666487
-61.525597,-61.347426
-61.524754,-56.076043
-61.521895,-57.881528
-61.516541,-59.85906
-61.515952,-63.083631
-61.514759,-63.515408
-61.511644,-49.300412
-61.493839,-53.083913
-61.486351,-48.760892
-61.484378,-59.728107
-61.482824,-58.540167
-61.482395,-52.21972
-61.479168,-49.182585
-61.475616,-54.292092
-61.448391,-47.053228
-61.448298,-59.289848
-61.445702,-63.362817
-61.431184,-57.053166
-61.430238,-57.071397
-61.426453,-56.637891
-61.424067,-58.345455
-61.423594,-64.075061
-61.422448,-57.18191
-61.41614,-54.055319
-61.40485,-59.930968
-61.396959,-52.473224
-61.395004,-49.949804
-61.38648,-54.973402
-61.382067,-60.499887
-61.381099,-49.84949
-61.380794,-61.026488
-61.379148,-57.699417
-61.378456,-63.182128
-61.374455,-61.860917
-61.358466,-64.480422
-61.350821,-62.603249
-61.349156,-51.682479
-61.327144,-62.978307
-61.326854,-48.55819
-61.31704,-58.275754
-61.313943,-64.591477
-61.302392,-63.228521
-61.298757,-63.041397
-61.27508,-63.436563
-61.273916,-64.256773
-61.267449,-55.132307
-61.258585,-57.715752
-61.234456,-52.674297
-61.22388,-64.617341
-61.222563,-54.723091
-61.219783,-32.813104
-61.21446,-61.007589
-61.2077,-53.105702
-61.206868,-59.364811
-61.200042,-31.806198
-61.190719,-47.756874
-61.190456,-66.624734
-61.187129,-60.749322
-61.174277,-63.150732
-61.161703,-49.719832
-61.149595,-19.722913
-61.142134,-59.128377
-61.130838,-51.155004
-61.121442,-19.499469
-61.12124,-51.041531
-61.112991,-49.714956
-61.109827,-60.381239
-61.101371,-64.585464
-61.100457,-54.992266
-61.090983,-32.564488
-61.090626,-66.008332
-61.080111,-61.317128
-61.078472,-51.18194
-61.064825,-59.269078
-61.05599,-58.744186
-61.047063,-62.3119
-61.029933,-59.527056
-61.002349,-60.66247
-61.000359,-61.208828
-60.987517,-57.958705
-60.980296,-64.850639
-60.979206,-49.15871
-60.962121,-67.947252
-60.955207,-61.311391
-60.947108,-52.207865
-60.945927,-59.032287
-60.92003,-33.371678
-60.914871,-60.267463
-60.910128,-53.050318
-60.900871,-56.201502
-60.898944,-64.243067
-60.896782,-32.330475
-60.89079,-18.317795
-60.882086,-59.143909
-60.879076,-50.316898
-60.872988,-30.636856
-60.86086,-30.380601
-60.849859,-60.712582
-60.849337,-64.506151
-60.842867,-22.220396
-60.841419,-63.468011
-60.83321,-34.696697
-60.833006,-54.238989
-60.832182,-60.972626
-60.828459,-30.837119
-60.827012,-53.866541
-60.820685,-24.775805
-60.815054,-50.376147
-60.814345,-57.675801
-60.81034,-48.852252
-60.809967,-33.921108
-60.807941,-60.890872
-60.797802,-64.770713
-60.789373,-64.158514
-60.784767,-52.879209
-60.780478,-64.459481
-60.750581,-59.242278
-60.748554,-52.487623
-60.737906,-58.566395
-60.737495,-60.603748
-60.728562,-57.05098
-60.723899,-66.672579
-60.711678,-19.721339
-60.71122,-32.761675
-60.688409,-63.824483
-60.677905,-32.338086
-60.654694,-63.405694
-60.649842,-63.807148
-60.648452,-34.674691
-60.644003,-30.159907
-60.635421,-64.272231
-60.634936,-25.400502
-60.634286,-59.799694
-60.629065,-49.057242
-60.624961,-66.338929
-60.619039,-52.467465
-60.615478,-21.605712
-60.603575,-52.217002
-60.594271,-58.454727
-60.586545,-60.989988
-60.576512,-63.159741
-60.554076,-57.194533
-60.537714,-63.867114
-60.526391,-59.555468
-60.520797,-62.721937
-60.512736,-62.429694
-60.512293,-20.665261
-60.511396,-57.330129
-60.505679,-56.829861
-60.501789,-31.147025
-60.49861,-57.136119
-60.495444,-55.924647
-60.492826,-58.090139
-60.492605,-60.212217
-60.485275,-33.343338
-60.468794,-63.883918
-60.467884,-64.93747
-60.466847,-67.173767
-60.466362,-52.870779
-60.458855,-53.158218
-60.454284,-18.329286
-60.444735,-61.690418
-60.422829,-46.663309
-60.410722,-62.945568
-60.410393,-51.808618
-60.392747,-59.374767
-60.389425,-26.282049
