x,y,I1,I2,I3,I4,I5,I6,I7
-2.1818181818181817,3.6363636363636367,2,2,3,2,0,0,0
-2.1818181818181817,5.090909090909092,3,1,2,2,2,3,0
-2.1818181818181817,6.545454545454547,2,1,4,4,0,2,2
-2.1818181818181817,8.0,0,0,0,0,1,2,3
-0.7272727272727266,-8.0,6,0,0,4,1,0,0
-0.7272727272727266,-6.545454545454545,1,4,4,3,4,1,1
-0.7272727272727266,-5.090909090909091,1,0,2,2,2,2,2
-0.7272727272727266,-3.6363636363636367,0,0,1,0,0,4,0
-0.7272727272727266,-2.1818181818181817,0,0,0,0,0,0,0
-0.7272727272727266,-0.7272727272727266,0,0,0,0,0,0,0
-0.7272727272727266,0.7272727272727266,0,0,0,0,0,0,0
-0.7272727272727266,2.1818181818181817,0,0,0,0,0,0,0
-0.7272727272727266,3.6363636363636367,2,1,0,0,0,0,0
-0.7272727272727266,5.090909090909092,2,3,2,3,0,1,1
-0.7272727272727266,6.545454545454547,2,2,2,3,2,3,3
-0.7272727272727266,8.0,1,0,1,1,3,3,4
0.7272727272727266,-8.0,3,2,1,1,1,0,0
0.7272727272727266,-6.545454545454545,2,2,3,3,2,1,2
0.7272727272727266,-5.090909090909091,0,1,1,2,2,3,1
0.7272727272727266,-3.6363636363636367,0,0,0,0,0,0,1
0.7272727272727266,-2.1818181818181817,0,0,0,0,0,0,0
0.7272727272727266,-0.7272727272727266,0,0,0,0,0,0,0
0.7272727272727266,0.7272727272727266,0,0,0,0,0,0,0
0.7272727272727266,2.1818181818181817,0,0,0,0,0,0,0
0.7272727272727266,3.6363636363636367,1,2,0,0,0,0,0
0.7272727272727266,5.090909090909092,0,1,2,4,2,0,3
0.7272727272727266,6.545454545454547,2,3,3,3,3,2,1
0.7272727272727266,8.0,0,1,3,2,1,4,4
2.1818181818181817,-8.0,3,2,2,1,0,0,0
2.1818181818181817,-6.545454545454545,3,2,0,4,1,1,2
2.1818181818181817,-5.090909090909091,1,2,2,1,1,1,1
2.1818181818181817,-3.6363636363636367,0,1,0,1,4,0,0
2.1818181818181817,-2.1818181818181817,0,0,0,0,0,0,1
2.1818181818181817,-0.7272727272727266,0,0,0,0,0,0,0
2.1818181818181817,0.7272727272727266,0,0,0,0,0,0,0
2.1818181818181817,2.1818181818181817,0,1,0,0,0,0,0
2.1818181818181817,3.6363636363636367,0,2,0,0,0,0,0
2.1818181818181817,5.090909090909092,3,2,3,1,2,1,0
2.1818181818181817,6.545454545454547,3,2,2,4,4,1,2
2.1818181818181817,8.0,0,1,2,0,1,4,2
3.6363636363636367,-8.0,1,1,2,1,0,0,0
3.6363636363636367,-6.545454545454545,2,2,2,2,2,0,0
3.6363636363636367,-5.090909090909091,3,1,2,1,2,3,3
3.6363636363636367,-3.6363636363636367,1,4,1,2,2,0,3
3.6363636363636367,-2.1818181818181817,0,0,0,1,0,0,1
3.6363636363636367,-0.7272727272727266,0,1,0,0,3,0,3
3.6363636363636367,0.7272727272727266,0,0,0,0,0,0,1
3.6363636363636367,2.1818181818181817,2,2,0,2,3,0,1
3.6363636363636367,3.6363636363636367,1,3,2,3,0,0,3
3.6363636363636367,5.090909090909092,3,4,2,3,4,2,0
3.6363636363636367,6.545454545454547,2,2,4,2,1,2,5
3.6363636363636367,8.0,0,0,0,0,0,1,2
5.090909090909092,-8.0,0,0,0,0,0,0,0
5.090909090909092,-6.545454545454545,2,3,3,2,0,2,0
5.090909090909092,-5.090909090909091,3,3,2,2,0,3,0
5.090909090909092,-3.6363636363636367,3,3,2,2,1,2,3
5.090909090909092,-2.1818181818181817,2,1,1,3,4,1,2
5.090909090909092,-0.7272727272727266,6,4,0,2,4,2,1
5.090909090909092,0.7272727272727266,1,1,1,1,0,4,0
5.090909090909092,2.1818181818181817,0,2,1,4,1,4,2
5.090909090909092,3.6363636363636367,3,5,2,2,3,0,2
5.090909090909092,5.090909090909092,2,1,0,3,0,3,4
5.090909090909092,6.545454545454547,0,0,1,2,0,2,1
5.090909090909092,8.0,0,0,0,0,0,0,0
6.545454545454547,-8.0,0,0,0,0,0,0,0
6.545454545454547,-6.545454545454545,0,0,0,0,0,0,0
6.545454545454547,-5.090909090909091,2,0,6,0,0,0,0
6.545454545454547,-3.6363636363636367,2,5,2,4,1,1,0
6.545454545454547,-2.1818181818181817,2,3,2,2,0,3,2
6.545454545454547,-0.7272727272727266,2,2,0,3,1,2,4
6.545454545454547,0.7272727272727266,3,2,1,1,2,2,2
6.545454545454547,2.1818181818181817,4,3,2,4,1,3,1
6.545454545454547,3.6363636363636367,3,2,3,2,1,3,2
6.545454545454547,5.090909090909092,0,0,2,0,0,1,1
6.545454545454547,6.545454545454547,0,0,4,0,0,1,0
6.545454545454547,8.0,0,0,0,0,0,0,0
8.0,-8.0,0,0,0,0,0,0,0
8.0,-6.545454545454545,0,0,0,0,0,0,0
8.0,-5.090909090909091,0,0,0,0,0,0,0
8.0,-3.6363636363636367,2,0,3,2,0,0,0
8.0,-2.1818181818181817,1,0,0,0,2,1,0
8.0,-0.7272727272727266,2,0,2,12,0,0,0
8.0,0.7272727272727266,2,0,2,3,0,2,2
8.0,2.1818181818181817,1,0,0,0,0,1,0
8.0,3.6363636363636367,0,0,3,0,0,1,0
8.0,5.090909090909092,0,0,0,0,0,0,0
8.0,6.545454545454547,0,0,0,0,0,0,0
8.0,8.0,0,0,0,0,0,0,0
